id,title,year,rating
341482,Saudagar,1973,5.8
168489,Bol Radha Bol,1992,5.3
671971,Shejari Shejari,1991,0
473047,Satyamev Jayate,1987,5
1086500,Safed,2023,0
465634,Sindoor,1987,0
457554,Taqdeer Ka Tamasha,1990,0
159650,Tum Mere Ho,1990,5.5
1147546,The Diplomat,2024,0
171879,The Attacks Of 26/11,2013,7.2
305252,Jogan,1950,4.8
59262,Ek: The Power of One,2009,6.3
400451,Dost,1974,0
320024,Dolly Ki Doli,2015,5.2
496533,Baaz: A Bird in Danger,2003,4.7
396389,One Night Stand,2016,4.6
463315,Chain Kulii Ki Main Kulii,2007,5.4
425070,Aao Pyaar Karen,1994,7.5
382544,Loha,1997,9.3
46426,Traffic Signal,2007,6.7
613225,One Day: Justice Delivered,2019,4.3
411625,Noor,2017,4.5
272665,Kaash,1987,10
550488,Dassehra,2018,10
133583,Ajanabee,1974,7.3
306412,Janam Kundli,1995,10
41114,Hum Tum Aur Ghost,2010,4.9
233296,Jawani Diwani: A Youthful Joyride,2006,5.3
165068,Dushman,1998,6
338164,Sheshnaag,1990,0
185123,Dus Numbri,1976,4
21224,Barah Aana,2009,5.3
143421,Baazi,1984,9.5
778745,Teri Diwali Meri Christmas,2020,10
104722,Majboor,1974,6.7
70366,Sahib Bibi aur Ghulam,1962,6.7
48925,Naya Daur,1957,7.5
192842,Souten,1983,5
489852,Soorma,2018,7.2
172817,Saheb Biwi Aur Gangster Returns,2013,6.9
850837,Blurr,2022,4
127531,Deewaar: Let's Bring Our Heroes Home,2004,6
321793,Crazy Cukkad Family,2015,0
274302,Bepanaah,1985,8
934747,Mister Mummy,2022,5.2
426780,Dongri Ka Raja,2016,4
302466,Dil Hi Dil Mein,2000,6
210068,Mujhe Kucch Kehna Hai,2001,4.9
118807,Izzatdaar,1990,0
40017,Kalyug,2005,6.1
672520,Shukranu,2020,6.8
421927,31st October,2016,7
419432,Yateem,1988,7.5
304913,Amanush,1975,0
198727,Pinjar,2003,7.6
20971,Zinda,2006,3.7
296527,Haqeeqat,1995,6
383404,Kucch To Hai,2003,4.2
71481,404: Error Not Found,2011,5.9
552935,Surakshaa,1995,4.3
180564,Adventures of Tarzan,1985,0
432693,Sawan Ko Aane Do,1979,10
538126,Lupt,2018,4
161227,Jaanam Samjha Karo,1999,4.9
141603,Gunda,1998,5.4
1014060,Zwigato,2023,6.5
688909,Breast Tax,2018,0
49496,Aashiq Banaya Aapne,2005,4.2
35695,Welcome to Sajjanpur,2008,5.4
33146,Om Jai Jagadish,2002,5.1
210915,Doosara Aadmi,1977,10
198343,Narsimha,1991,4.9
318106,Hawaizaada,2015,5.4
546314,Har Har Mahadev,1974,6.8
494255,Maahir,1996,0
331695,Shaadi Ka Laddoo,2004,0
482234,Bees Saal Baad,1989,5
304200,Ek Shriman Ek Shrimati,1969,0
543735,Ashanti,1982,10
54255,Kissi Se Na Kehna,1983,6.2
171767,"I, Me aur Main",2013,4.4
729081,My Client's Wife,2020,6.4
14751,Dasvidaniya,2008,6.8
230433,Daddy,1989,0
529526,Kabzaa,1988,5
161457,Paandav,1995,4.5
1092654,Gaslight,2023,5.4
627072,Axone,2019,5.5
241180,Swarg,1990,6.3
28805,Apaharan,2005,6.4
208540,Once Upon a Time in Mumbai Dobaara!,2013,5.3
75352,Abhimaan,1973,7.1
193568,Inkaar,1977,7.3
104299,Chand Ke Paar Chalo,2006,4.8
131242,Jagte Raho,1956,5.9
23702,Acid Factory,2009,5.4
360817,Bhaag Johnny,2015,6
160243,Oh Darling! Yeh Hai India!,1995,4.8
401772,Anari,1993,5.3
19671,Ugly Aur Pagli,2008,2.3
582108,Pal Pal Dil Ke Paas,2019,5.8
428227,Motu Patlu: King of Kings,2016,9
242716,Aastha: In the Prison of Spring,1997,4
642566,Ghar Jamai,1992,4.5
232496,Bichhoo,2000,4.9
517101,Nishant Tanwar : Dilli Se Hoon B*@!%D,2018,6
330636,Katti Batti,2015,5.4
965653,Khuda Haafiz Chapter 2: Agni Pariksha,2022,6.6
166233,Kyo Kii... Main Jhuth Nahin Bolta,2001,5.1
1085572,The World of Mirzapur,2020,0
140231,Elaan,2005,5.6
159439,Junglee,1961,5.2
136542,Family: Ties of Blood,2006,5.8
463307,Ilzaam,1986,0
628566,Satellite Shankar,2019,7.8
445396,Duniya,1968,4
263828,Youngistaan,2014,5
159434,"Good Boy, Bad Boy",2007,4.6
705701,Gangs of Wasseypur - Making Uncut -  The Roots of Revenge from Wasseypur,2013,8.5
265289,Purani Jeans,2014,4.8
107196,Paap Ki Duniya,1988,6.5
66292,Agni Sakshi,1996,6.9
211821,Kya Love Story Hai,2007,6.2
432140,Gurgaon,2017,4.9
351159,Bond 303,1985,0
340730,Sadiyaan: Boundaries Divide... Love Unites,2010,8.5
101737,Ram Balram,1980,5.6
20296,Chocolate: Deep Dark Secrets,2005,4.1
1014607,Ranveer Ching Returns,2016,0
124438,Contract,2008,4
849864,27 September,2021,5.5
103998,Bandish,1980,4
146329,Ammaa Ki Boli,2019,4.2
432510,Swayamvar,1980,0
617123,Penalty,2019,4
693836,Khaali Peeli,2020,6
153170,Bandh Darwaza,1990,4
131318,Party,1984,6.7
205075,Raja,1995,5.3
97442,Kareeb,1998,5.9
468469,Kaalakaandi,2018,6.6
192097,Ghanchakkar,2013,5.3
99106,Mahakaal,1994,6.2
556310,Bombairiya,2019,7.3
170986,Frozen,2007,7.3
285937,Water,2013,7.2
276846,Badal,2000,6.1
611537,Malaal,2019,5.2
254420,Gulaab Gang,2014,6.2
96112,Arjun,1985,5.4
378301,Chalk N Duster,2016,7.3
375199,Jai Gangaajal,2016,5.3
280240,Ghar Sansar,1986,5
75744,Saheb Biwi Aur Gangster,2011,7.2
302154,Fakira,1976,0
97350,Agni Varsha,2002,3
780381,Blind,2023,4.5
366628,Khuddar,1994,4
318562,Gopi Kishan,1994,5.5
276387,Shikhar,2005,4.6
87149,An Evening in Paris,1967,5
161214,Phir Milenge,2004,4.8
87167,Woh 7 Din,1983,7.2
1022469,Shiv Shastri Balboa,2023,5
460503,Biswa Kalyan Rath : Biswa Mast Aadmi,2017,7.2
353809,Swami Vivekananda,1998,0
80484,Guide,1965,6.4
801831,Saina,2021,6.3
272243,Speed,2007,3.7
150108,Journey Beyond Three Seas,1957,6.8
21984,Angoor,1982,7.3
423250,Kagaar,2003,6
159645,Awwal Number,1990,6.3
64880,Tum Bin,2001,7.4
259042,Bazaar,1982,6.9
302926,Shararat,2002,7.3
117357,Naach,2004,2.7
444011,Simran,2017,4.9
499660,Shastra,1996,2
520517,Pyar Ke Do Pal,1986,7.3
548945,Rangeela Raja,2019,0
212051,Ek Doctor Ki Maut,1990,5.5
788348,India Lockdown,2022,4.5
161440,Dil Ki Baazi,1993,7
306387,Gopi,1970,0
209943,Anupama,1966,6.5
640499,Satyameva Jayate,2019,8
77924,Tell Me O Kkhuda,2011,3
75467,Rog,2005,4.8
393363,Parivaar,1987,8
335843,Shandaar,1990,6
275775,Saazish,1975,0
103680,Will You Marry Me?,2012,7
166258,Road,2002,4.4
170838,Mr. & Mrs. Khiladi,1997,5.8
407635,Uljhan,1975,0
33103,Purab Aur Pachhim,1970,4.6
48826,Jhootha Hi Sahi,2010,5.2
461789,Farz,2001,4.5
634304,"Do Paise Ki Dhoop, Chaar Aane Ki Baarish",2009,6
354734,Barsaat,2005,6.1
115905,Kaalo,2010,4.9
173728,Sparsh,1980,7.6
457361,Love 86,1986,3
375620,Mohabbat,1997,6.3
85708,The Stoneman Murders,2009,7.1
87168,Albert Pinto Ko Gussa Kyoon Aata Hai,1981,6.2
249914,Pestonjee,1988,5
911360,420 IPC,2021,0
525729,Phamous,2018,7
315173,Karate,1983,3.5
356399,Mohalla Assi,2018,7
198324,Dharavi,1991,6.3
559673,Hamid,2019,7
33461,Shalimar,1978,5.8
303383,Ganga Ki Saugand,1978,6.8
1065835,The Ladykiller,2023,0
521080,Bioscopewala,2018,7.8
56901,Yeh Saali Zindagi,2011,5.4
859954,Jee Le Zaraa,,0
799719,Time to Dance,2021,4
230435,Sadak,1991,5.9
50777,Khelein Hum Jee Jaan Sey,2010,5.9
347807,Fight Club: Members Only,2006,6.1
520515,Aadat Se Majboor,1982,10
499729,Shukriyaa,1988,0
276855,Teen Devian,1965,6
347711,Khatron Ke Khiladi,1988,3.5
20295,C Kkompany,2008,5.5
326804,Hathyar,1989,7
326494,Desh Premee,1982,4.2
109586,Khudgarz,1987,4.5
458654,Suryaputra Mahavir Karna,,0
312956,Pehla Nasha,1993,6
300316,Zara Si Zindagi,1983,8
171195,Woh Kaun Thi,1964,7.3
276014,Qahar,1997,5.1
1109086,War 2,2025,0
669480,A Rifle and a Bag,2020,5
243826,Aadmi,1968,0
913532,Mere Desh Ki Dharti,2022,7.2
52899,Isi Life Mein,2010,5.5
237743,Zehreela Insaan,1974,8
410336,Bairaag,1976,10
318566,Kartavya,1995,7
96149,Anamika,1973,6.5
493622,The Killer,2006,2.8
307590,Same Night Again,1980,7
465074,Himalay Putra,1997,6.3
103820,Waqt Ki Awaz,1988,6.2
661412,Vicky Velingkar,2019,0
144672,Saagar,1985,6.5
112627,Sheesha,2005,5.5
306400,Do Raaste,1969,7
243837,Hotel,1981,4.8
692164,Bidesiya,1963,0
218710,The Camp,2010,0
112971,Film Star,2005,6.3
755997,Zahreela,2001,0
545339,Kranti,2002,7
452080,Elaan,1971,5
869019,Dil Do,2020,0
692851,Project Marathwada,2016,0
595633,The Last Color,2019,8.3
794819,Rashmi Rocket,2021,7.6
370112,Kuch Tum Kaho Kuch Hum Kahein,2002,6.9
342187,Chauraha,1994,1
919730,Miss India: The Mystery,2003,0
103212,Rakht,2004,5.2
319756,Jangal Mein Mangal,1972,0
117409,Viruddh... Family Comes First,2005,6.2
310495,Chingaari,2006,1
1182368,1080 – The Legacy of Mahaveer,2023,0
185279,Aatma,2013,5.9
71284,C.I.D.,1956,5.5
977673,Thai Massage,2022,5.6
121465,Aan Milo Sajna,1970,10
65683,Dil,1990,6.6
449627,Tadka,2022,6.8
212502,Ek Aur Ek Gyarah: By Hook or by Crook,2003,6
108199,Naseem,1995,7
543965,Teri Maang Sitaron Se Bhar Doon,1982,0
302537,Jawab,1995,1
302520,Ghar Ghar Ki Kahani,1988,4.5
110847,Dhool Ka Phool,1959,5.3
168306,Summer 2007,2008,0
714281,Kriya,2020,3.7
331490,Phool Aur Angaar,1993,6
465958,Radha Ka Sangam,1992,0
304755,Khiladi 420,2000,5.3
141139,Krishna and Kamsa,2012,8
280272,Nagin,1976,6.4
261909,Taxi Driver,1954,5.2
449361,Anaarkali of Aarah,2017,6.7
109457,Imtihan,1974,6
166874,Ittefaq,1969,6.1
328842,Is Raat Ki Subah Nahin,1996,4.3
82439,Parichay,1972,5.5
277223,City Lights,2014,7
411970,Hum Ho Gaye Aap Ke,2001,9
256907,Darr @ the Mall,2014,3.9
213852,Maang Bharo Sajana,1980,10
445383,Barood,1976,0
121470,Andaz,1949,5.9
238534,Lekin...,1990,8.7
161398,Kurbaan,1991,7
59368,Shaapit,2010,5.2
410738,Dial 100,2001,0
320752,Bekhudi,1992,10
166234,Jhooth Bole Kauwa Kaate,1998,7.3
159654,Isi Ka Naam Zindagi,1992,6.2
136627,Devdas,1955,5.7
97603,Antardwand,2010,6.8
784940,Good Luck Jerry,2022,5.4
491627,5 Weddings,2018,5.9
491117,Lakshmanrekha,1991,8.4
242084,Satya 2,2013,5.9
161792,Ek Duuje Ke Liye,1981,7.8
20488,Dil Kabaddi,2008,10
274753,Aanchal,1980,6
284558,Jhansi Ki Rani,1953,6.7
144118,Geet,1970,5.3
138369,Dhanwaan,1993,1
1066714,Main Atal Hoon,2024,0
379542,Samraat,1982,10
307405,Roti,1974,7
391774,Love Games,2016,5.3
501192,Hate Story IV,2018,6.8
651800,Little Singham: Mahabali,2019,0
598849,Mallika,2019,0
1000438,Emergency,,0
307578,Mirza Ghalib,1954,6.5
1169537,Lahore 1947,2025,0
800022,Lovers,1983,9
496028,Khamoshi,2019,9
348152,Jajantaram Mamantaram,2003,5.5
338163,Paramaatma,1994,10
139582,Chakravyuh,2012,6.4
86411,Kuchh Meetha Ho Jaye,2005,6
479192,Rukh,2017,5.6
404392,Inteqam: The Perfect Game,2004,6
496348,Ghoomketu,2020,6.1
221050,Duniya Meri Jeb Mein,1979,0
117335,International Khiladi,1999,5.1
720796,Yaara,2020,6.2
369370,Mahaadev,1989,4
825685,No Means No,2024,0
302180,Jurmana,1979,8
108286,Teesri Manzil,1966,6.4
166870,Filhaal...,2002,0
104724,Do Anjaane,1976,6
192534,Faasle,1985,0
467219,Oops!,2003,4.3
410852,Ek Phool Do Mali,1969,7.7
665685,Jhund,2022,6.7
504389,Fauji,1995,0
177667,Kasme Vaade,1978,6.7
505992,Prem Kahani,1975,0
410237,Chor Machaye Shor,1974,6
260318,Gang Of Ghosts,2014,4
915867,Forensic,2022,4.3
441139,Hindustan Ki Kasam,1999,7
331362,Ghar Ho To Aisa,1990,6
738567,Suraj Pe Mangal Bhari,2020,6.6
538615,Boxer,1984,5
491109,Chhupa Rustam: A Musical Thriller,2001,3.5
211086,Faith Connections,2013,4.4
141557,Maa,1992,5
94970,The Deliverance,1981,6.3
412961,Mr. X in Bombay,1964,0
69632,Dum,2003,4.8
674723,Sheer Qorma,2021,0
234179,Badhaai Ho Badhaai,2002,5.5
509747,Man Pasand,1980,0
79876,Miley Naa Miley Hum,2011,4
276056,Sssshhh...,2003,2.8
164810,Nau Do Gyarah,1957,8.5
443366,Mera Lahoo,1987,0
391552,Grahan,2001,0
340445,Sardar,1994,8
108377,Dharmatma,1975,5
396026,Howrah Bridge,1958,5.5
84321,Major Saab,1998,5.7
307452,Doli,1969,0
317781,Pyare Mohan,2006,4.7
507645,Daata,1989,7.5
303406,Jung,2000,4.8
166255,Jungle,2000,6
161420,Dancer,1991,0
302928,Shatranj,1993,10
21607,Kisaan,2009,7.3
160148,Namak Haraam,1973,6.1
223737,Warning,2013,4.8
523212,Meri Life Mein Uski Wife,2009,0
21611,Love Khichdi,2009,2.8
306136,Bandie,1978,6
206525,Say Salaam India: 'Let's Bring the Cup Home',2007,10
888839,Jumma Chumma In London,1991,0
32866,Accident On Hill Road,2009,2
396243,Koochie Koochie Hota Hai,,0
496056,Juice,2017,7.2
307808,Sunayana,1979,0
272220,Karam,2005,5.6
410332,Anpadh,1962,6
109484,Naughty Boy,1962,0
59362,Pyaar Ke Side Effects,2006,6.1
1054569,Zakir Khan: Tathastu,2022,8.8
477400,Daku Ganga Jamuna,2000,0
461792,Besharam,1978,0
361992,Bhai,1997,5.4
458151,Dastak,1996,6
203110,Who is Anthony?,2006,5.6
266556,Samrat & Co.,2014,4.7
65106,The Great Gambler,1979,4.9
1163180,Rakshak - India's Braves,2023,6
357718,Island City,2015,8
678798,Door Ke Darshan,2020,5.1
196846,Andhaa Kaanoon,1983,7
33706,Aag,1948,0
15979,Phoonk,2008,3
38599,Janwar,1965,6
911728,My Brother,1972,0
451920,Mumbai Se Aaya Mera Dost,2003,3.3
32137,Dashavatar,2008,6.6
330380,Shy Girl,1971,6
214871,Shaukeen,1982,6
331560,Bewafai,1985,0
791009,Tuesdays And Fridays,2021,5
967344,Startup,2024,0
547650,Halkaa,2018,5.6
361847,Ishqedarriyaan,2015,5
297022,Red Swastik,2007,2.5
154879,Neecha Nagar,1946,6.3
58046,Toonpur Ka Superrhero,2010,4.9
266550,Revolver Rani,2014,3.7
101774,Taqdeerwala,1995,5.1
304905,Aap Beati,1976,0
51523,Ek Khiladi Ek Haseena,2005,5.3
159647,Jawani Zindabad,1990,6
60392,Chashme Buddoor,1981,7.3
79862,My Friend Pinto,2011,5.7
255495,Heartless,2014,5.1
159487,Shakti,1982,7.4
351865,Zahreelay,1990,4
341368,Mumbai 125 KM,2014,4
545576,Namdev Bhau in Search of Silence,2018,6.5
18609,Shaurya,2008,6.7
309150,Kaala Sona,1975,0
325140,Hum To Mohabbat Karega,2000,4
143881,Suhaag,1994,5.6
20493,Love Story 2050,2008,3
136615,Kasoor,2001,5.2
73312,Toh Baat Pakki!,2010,5.8
87995,Ek Ajnabee,2005,4.9
481738,Tera Intezaar,2017,2
1014613,Captain Ching Rises,2018,0
239043,Chehraa,2005,8
312056,I Love NY,2015,4.6
194433,Home Delivery,2005,4
71296,Jis Desh Mein Ganga Behti Hai,1960,5.8
505427,Tum Haseen Main Jawan,1970,0
310298,Sarhad Paar,2006,0
282353,Pizza,2014,4.5
621385,Barot House,2019,6.1
429520,The Threshold,2015,9
362100,Aashiq,2001,6
173726,Kalyug,1981,6
483208,Firangi,2017,4
260508,Mammo,1994,5.2
393430,Shortcut Safari,2016,5
183659,Qurbani,1980,7.8
140770,Bhoot Returns,2012,3.3
726821,Pyaar Actually,2018,0
227345,Rang,1993,5.3
331314,Uttar Dakshin,1987,6.5
23130,15 Park Avenue,2006,6.3
46424,Khoya Khoya Chand,2007,6
374970,Lateef,2015,8
64761,Ada... A Way of Life,2010,0
304074,Ankhon Mein Tum Ho,1997,10
115933,Anamika,2008,4.7
20535,Nishabd,2007,4.7
604767,Saaya,1989,0
83910,Khushboo,1975,5.7
757329,Footfairy,2020,3.6
423194,Mantra,2017,7.3
310803,Gafla,2006,8
83898,Zindaggi Rocks,2006,4.5
44070,Aashayein,2010,6.3
617804,Mighty Raju Rio Calling,2014,1
304125,Yeh Desh,1984,10
844710,Collar Bomb,2021,4
168987,Aap Ki Kasam,1974,7.3
96162,Chitchor,1976,5
259399,Aa Gale Lag Jaa,1973,7.3
304302,Lok Parlok,1979,4
243839,Pyar Ke Naam Qurban,1990,6.8
64049,Yeh Teraa Ghar Yeh Meraa Ghar,2001,5.5
942058,Tehran,2024,0
166217,Shortcut Romeo,2013,4.2
901315,Mr. & Mrs. Mahi,2024,0
540571,Lashtam Pashtam,2018,4
272334,Zamaane ko Dikhana hai,1981,5
240304,Be-Careful,2011,10
211103,Suno Sasurjee,2004,0
232488,Do Qaidi,1989,6.5
681227,Firrkie,2020,0
301226,Ankush,1986,7
658767,Intercourse,2019,6
157801,Dil Diya Hai,2006,6.1
110868,Gumrah,1963,2.5
693841,Nikamma,2022,4.4
411684,Land of the Gods,2016,5.2
31248,Ram Gopal Varma Ki Aag,2007,2
280242,Yakeen,1969,10
114813,Haasil,2003,7.2
23715,Karz,1980,7.7
306426,Mamta,1966,0
287711,Nastik,1983,4.3
250726,Mr Joe B. Carvalho,2014,3.1
161395,Patthar Ke Phool,1991,5.3
143538,Zulmi,1999,8.3
271915,Alaap,1977,8.5
358966,Jurm,1990,0
378672,Ghar,1978,7.3
616870,Hyderabad Nawabs 2,2019,9.8
118841,Prem Pratigyaa,1989,7.5
376541,Charanon Ki Saugandh,1988,10
460001,The Fakir of Venice,2019,4.7
85047,"London, Paris, New York",2012,5.2
1057228,The Y,2023,2
75896,Rascals,2011,4.4
64661,Love U... Mr. Kalakaar!,2011,5.8
20192,Aloo Chaat,2009,4.9
297809,Sonali Cable,2014,5.4
232706,Laila-Majnu,1976,5
546241,Once Again,2019,6.1
248211,Liar's Dice,2013,6.4
72346,Anmol Ghadi,1946,8
320099,Apna Haath Jagannath,1960,0
306129,Aap Ki Parchhaiyan,1964,0
97027,Joggers Park,2003,4
61271,Tezaab,1988,6.2
54256,Rang Birangi,1983,5.2
472471,Sniff!!!,2017,8.3
1145110,King,2025,0
65954,Hum,1991,6.3
354547,Hawa,2003,3
590803,Pap Aur Punya,1974,0
546865,Siskiyaan,2005,0
473061,Nachnewale Gaanewale,1991,0
271484,Beti No. 1,2000,3.5
268941,Andaz,1971,6
185132,Mere Hamdam Mere Dost,1968,8.5
244455,Geet Gaata Chal,1975,6
413170,Rakshak,1996,5.8
819828,Pratikar,1991,1
384993,Hum Se Badkar Kaun,1981,4
198832,Mujhe Jeene Do,1963,5.3
346068,Rakhwala,1989,4
551688,Judgementall Hai Kya,2019,5.8
252051,Karle Pyaar Karle,2014,0
96159,Chameli Ki Shaadi,1986,6
161442,Waqt Hamara Hai,1993,5.8
425932,Aulad,1968,0
528025,Saveray Wali Gaadi,1986,6.5
326903,Super Model,2013,1
140862,3 Bachelors,2012,9
32861,Striker,2010,6.5
443950,Gumnaam: The Mystery,2008,6
258688,Ramji Londonwaley,2005,7.5
159660,Aatank Hi Aatank,1995,4.5
911847,Ram Tera Desh,1984,0
494211,3 Storeys,2018,7
478474,Jai Maa Vaishno Devi,1994,0
603540,#Gadhvi (He thought he was Gandhi),2019,0
161816,Raghu Romeo,2003,5
54442,Do Aur Do Paanch,1980,7
234562,Maya,2001,7
290239,Raja Bhaiya,2003,10
391729,Jung,1996,10
65624,Nakshatra,2010,8
343986,Insaaf Ki Devi,1992,10
543969,Suraj,1966,6
482337,Benaam,1999,10
295218,Farz,1967,4
82199,Bhoot Bungla,1965,7.1
106090,Shikaar,2004,5
213195,Raaj Tilak,1984,0
515194,Ishq Tera,2018,0
304082,Batwara,1989,8.5
372844,The Violin Player,2016,5.1
315243,Chehre Pe Chehra,1981,4
532160,Sahibaan,1993,10
1065426,Metro... In Dino,2024,0
211276,Dahek A Burning Passion,1999,4
920096,Mysteries Shaque,2004,0
331387,Khoon Ka Karz,1991,0
67893,Bheja Fry 2,2011,4.6
140883,Prahaar,1991,7.9
311142,Vaada,2005,5.5
324608,Shaadi Se Pehle,2006,3.8
491916,Champion,2000,3.7
591926,Kundan,1993,10
870631,COVID-19: India's War Against The Virus,2020,0
302422,Aag Hi Aag,1987,7
1147897,Ishq-e-Nadaan,2023,5.3
71069,Bhindi Baazaar Inc,2011,6.8
510832,The Coffin Maker,2013,0
515192,High Jack,2018,9
17059,Aa Dekhen Zara,2009,3.8
64881,Shagird,2011,6.2
543736,Hum Dono,1985,0
435335,Tathastu,2006,5.7
342876,Gundagardi,1997,0
307583,Mumbai Delhi Mumbai,2014,6.3
397690,Gayab,2004,4.1
20965,Victory,2009,4.6
326143,Sikandar,1941,0
684218,Talak! Talak! Talak!,2019,0
310916,Raqeeb,2007,2.5
304175,Maqsad,1984,0
190213,Aakrosh,1980,7.2
420826,Phool Aur Patthar,1966,6
253707,Tumsa Nahin Dekha: A Love Story,2004,6.7
499110,Kyaa Dil Ne Kahaa,2002,4
274188,Raghuveer,1995,7
159067,Kunwara,2000,5.4
310737,Muddat,1986,10
161205,Shaadi Karke Phas Gaya Yaar,2006,3.6
790019,Sanak,2021,6.1
743239,Agni Rekha,1973,0
307368,Amir Garib,1974,5
274586,Chhailla Babu,1977,0
107552,Yeh Gulistan Hamara,1972,0
304335,Paigham,1959,0
665148,The Murderer: Hamilton Palace,2011,0
567895,Balak,1969,4
340722,The Hangman,2010,0
406488,A Twist in Love,2005,6.3
238553,Drishti,1990,7.1
75987,Afsana Pyar Ka,1991,6.5
159365,Benaam,1974,7
117788,Dharam Karam,1975,8.5
254086,Ishk Actually,2013,0
214393,Umar 55 Ki Dil Bachpan Ka,1992,2.7
427386,Ishq Junoon,2016,0
180614,Amaanat,1977,5.5
851449,Needs,2020,0
300925,Ankhiyon Ke Jharokhon Se,1978,0
302424,Achanak,1998,6.5
636401,King Kong,1962,0
232704,Haathkadi,1995,8
127772,Aap Ke Deewane,1980,4
528016,Mafia,1996,0
307986,Humlaa,1992,0
848997,Good Luck,2018,0
172671,Khilona,1970,10
619075,Agnichakra,1997,0
245690,Hulchul,1995,8.5
347602,Second Hand Husband,2015,4
104350,Aap Aye Bahaar Ayee,1971,6.5
82903,Tere Ghar Ke Samne,1963,5.2
16111,Hanuman,2005,7
80931,Criminal,1995,0
648965,Ghatothkach - Master of Magic,2008,10
444988,Biradari,1966,7
319920,Kartoos,1999,4.3
308272,Zulm Ki Hukumat,1992,0
71882,Chala Mussaddi - Office Office,2011,5.6
783442,Dombivli Return,2019,5.4
586467,Rakkhosh,2019,6.1
705203,Falak,1988,10
108368,Judaai,1997,5.4
198674,Ankhen,1968,0
507404,Insaniyat Ke Dushman,1987,0
302936,Tera Mera Saath Rahen,2001,4
331389,Meri Adalat,1984,0
573071,Rajwade and Sons,2015,6.5
911154,Shabaash Mithu,2022,6
1026792,Nazar Andaaz,2022,5.5
817990,Antim Nyay,1993,4
563778,Zakir Khan: Kaksha Gyarvi,2018,7.2
284652,Kala Bazar,1960,5.7
178476,3G,2013,3.5
424246,Priyatama,1978,0
423694,Satta,2003,3
210730,Gudgudee,1997,7
309386,Chor Machaaye Shor,2002,3.7
104065,Bade Dil Wala,1983,6.7
372842,Even Red Can Be Sad,2015,10
197388,Dream Girl,1977,5.4
862717,Helmet,2021,6
747789,Karishmaa,1984,5
451396,Yeh Dil Aashiqanaa,2002,5.8
109393,Kala Bazaar,1989,5.9
321104,Mahabharat,1965,10
1163559,Yatra,1986,0
71283,Aar Paar,1954,6.3
19628,Bas Ek Pal,2006,3
899439,Velle,2021,7
504407,Khule-Aam,1992,0
462656,Sangram,1993,5.5
318174,Chirag,1969,0
82246,Ab Dilli Dur Nahin,1957,5.3
801103,Sher-E-Hindustan,1998,0
728133,Milestone,2020,5.9
612059,Taj Mahal: An Eternal Love Story!,2005,0
599796,Setters,2019,4.4
302761,Mehndi,1998,4
107233,Kaun? Kaisey?,1983,8
55627,100 Days,1991,5.5
462573,Lahoo Ke Do Rang,1997,5.4
305899,Sapoot,1996,5.9
109221,Chittagong,2012,6.6
128677,Salim Langde Pe Mat Ro,1989,7
35454,A Throw of Dice,1929,6.2
296375,Aapko Pehle Bhi Kahin Dekha Hai,2003,5
279871,Lekar Hum Deewana Dil,2014,7.3
599969,Zameer: The Awakening of a Soul,1997,0
333978,Dharm Adhikari,1986,0
258879,Dishkiyaoon,2014,3.6
921410,Waah Zindagi,2021,9
264206,Sulemani Keeda,2014,7
106862,Vardi,1989,6
473014,Aksar 2,2017,5
265326,Reshma Aur Shera,1971,6.6
302718,Beqabu,1996,8
953703,Motu Patlu Dangerous Road Trip in Switzerland,2020,9
307222,Gauri,1968,0
388687,Chakra,1981,5.5
298552,Aas Paas,1981,6.5
307610,Pyasi Shaam,1969,0
515694,Prem Parbat,1973,0
322325,Waris,1969,2
1146944,Spirit of the Mountains,2023,10
1146210,Housefull 5,2025,0
980165,Karma Strikes,2023,0
941728,Ferrous,2022,0
940258,The Daughter,2022,0
859513,Saazish,1988,10
842361,Invisible Demons,2021,6
819847,Teri Payal Mere Geet,1993,0
819830,Prem Tapasya,1983,0
798630,Ashley,2017,3
769934,Aurat Aurat Aurat,1996,0
692156,O Mother Ganga I Will Offer You a Yellow Cloth,,0
656908,Ramayan,,0
656208,Dostana 2,,0
628864,Tyaag,1977,0
618998,Pyar Diwana,1972,0
616172,Jhootha Kahin Ka,2019,6.5
548080,Bhangover,2017,5
521263,Paisa Vasool,2004,0
514727,Dil-E-Nadaan,1982,0
504391,Chaitali,1975,0
488782,Muzaffarnagar 2013,2017,7
487228,Karamati Coat,1993,4.3
461808,Teaspoon,,8
423593,Maroon,2017,5.3
406847,Gullu Dada 4,2013,4
391726,Jheel Ke Us Paar,1973,6
342701,Chaar Cutting,2015,0
308023,Ek Baar Kaho,1980,0
303966,Jadu Tona,1977,0
276231,Deedar-E-Yaar,1982,10
274591,Dastaan,1972,1
272669,Naughty Boy,2006,4
256911,Ya Rab,2014,4
247472,Saare Jahaan Se Mehnga,2013,7
242696,Chor Pe Mor,1990,9.5
154936,Chase,2010,0
121129,Jugnu,1973,4
101834,Pavitra Papi,1970,10
71294,New Delhi,1956,6.8
395044,Anari,1959,7.3
59904,The Train: Some Lines Shoulder Never Be Crossed...,2007,3.8
160247,Zamaana Deewana,1995,5.6
144407,Karm,1977,9
1019638,Faraaz,2023,4.4
196313,Ishkq in Paris,2013,5.6
144028,Kamaal Dhamaal Malamaal,2012,4.4
82177,Aaj Ki Taaza Khabar,1973,6.3
